tconst	ordering	nconst	category	job	characters
tt9248820	3	nm6329338	self	\N	["Self"]
tt9248820	4	nm3303927	self	\N	["Self"]
tt9248820	5	nm0357263	self	\N	["Self"]
tt9248820	6	nm0361742	self	\N	["Self"]
tt9248820	7	nm2677799	self	\N	["Self"]
tt9248820	8	nm1058083	self	\N	["Self"]
tt9248820	9	nm1090560	self	\N	["Self"]
tt9248822	1	nm9240020	self	\N	["Self - Host"]
tt9248824	10	nm3848199	actor	\N	["Taarak Mehta"]
tt9248824	1	nm1118516	actor	\N	["Jethalal Champaklal Gada"]
tt9248824	2	nm11727281	actress	\N	["Bawri"]
tt9248824	3	nm4027942	actor	\N	["Champaklal Jayantilal Gada"]
tt9248824	4	nm4027960	actor	\N	["Aatmaram Tukaram Bhide"]
tt9248824	5	nm10631312	director	\N	\N
tt9248824	6	nm11741397	director	\N	\N
tt9248824	7	nm3030844	production_designer	\N	\N
tt9248824	8	nm1895369	actress	\N	["Babita Iyer"]
tt9248824	9	nm4028968	actress	\N	["Madhvi Aatmaram Bhide"]
tt9248826	1	nm7016079	self	\N	["Self"]
tt9248826	2	nm4940862	actor	\N	\N
tt9248828	10	nm2422373	self	\N	["Self"]
tt9248828	1	nm3303927	self	\N	["Self"]
tt9248828	2	nm2454912	self	\N	["Self"]
tt9248828	3	nm2821134	self	\N	["Self"]
tt9248828	4	nm1592396	self	\N	["Self"]
tt9248828	5	nm4829057	self	\N	["Self"]
tt9248828	6	nm1035719	self	\N	["Self"]
tt9248828	7	nm0613489	self	\N	["Self"]
tt9248828	8	nm3122833	self	\N	["Self"]
tt9248828	9	nm5738422	self	\N	["Self"]
tt9248832	1	nm9430613	self	\N	["Self - Host"]
tt9248834	1	nm1747621	self	\N	["Self - Host"]
tt9248834	2	nm2442326	self	\N	["Self"]
tt9248834	3	nm1345120	self	\N	["Self"]
tt9248834	4	nm8072244	self	\N	["Self"]
tt9248834	5	nm3229398	self	\N	["Self"]
tt9248834	6	nm6671495	self	\N	["Self"]
tt9248836	1	nm0765305	director	\N	\N
tt9248836	2	nm8730089	cinematographer	\N	\N
tt9248836	3	nm1532646	editor	\N	\N
tt9248838	10	nm0017535	cinematographer	\N	\N
tt9248838	1	nm8776783	actor	\N	["Antonio Zambrana"]
tt9248838	2	nm2392105	actor	\N	["Henry Reeve"]
tt9248838	3	nm2208424	actor	\N	["Thomas Jordan"]
tt9248838	4	nm4498320	actor	\N	["Ignacio Agramonte"]
tt9248838	5	nm0530344	director	\N	\N
tt9248838	6	nm0260980	writer	\N	\N
tt9248838	7	nm0515688	producer	producer	\N
tt9248838	8	nm0736121	composer	\N	\N
tt9248838	9	nm0900028	composer	\N	\N
tt9248842	1	nm10244861	actor	\N	\N
tt9248842	2	nm10244860	actor	\N	["Martin"]
tt9248842	3	nm3419916	actress	\N	["Laura"]
tt9248842	4	nm10236683	director	\N	\N
tt9248842	5	nm1899195	producer	producer	\N
tt9248842	6	nm7705991	cinematographer	\N	\N
tt9248844	1	nm10244863	actress	\N	["GIrl"]
tt9248844	2	nm11242559	actor	\N	["Tarik"]
tt9248844	3	nm11242560	actor	\N	["Radio Talk Show Host"]
tt9248844	4	nm11242561	actress	\N	["Automated Phone Assistance"]
tt9248844	5	nm10222102	director	\N	\N
tt9248844	6	nm5266697	producer	producer	\N
tt9248844	7	nm5012322	composer	\N	\N
tt9248844	8	nm1292304	cinematographer	\N	\N
tt9248844	9	nm6432674	editor	\N	\N
tt9248846	10	nm3848199	actor	\N	["Taarak Mehta"]
tt9248846	1	nm1118516	actor	\N	["Jethalal Champaklal Gada"]
tt9248846	2	nm11727281	actress	\N	["Bawri"]
tt9248846	3	nm4027942	actor	\N	["Champaklal Jayantilal Gada"]
tt9248846	4	nm4027960	actor	\N	["Aatmaram Tukaram Bhide"]
tt9248846	5	nm10631312	director	\N	\N
tt9248846	6	nm11741397	director	\N	\N
tt9248846	7	nm3030844	production_designer	\N	\N
tt9248846	8	nm1895369	actress	\N	["Babita Iyer"]
tt9248846	9	nm4028968	actress	\N	["Madhvi Aatmaram Bhide"]
tt9248848	10	nm10458066	actor	\N	["Parllel lead"]
tt9248848	1	nm10452474	actor	\N	["Rohan"]
tt9248848	2	nm10452475	actor	\N	\N
tt9248848	3	nm10244867	actress	\N	\N
tt9248848	4	nm7288053	actress	\N	["Sara"]
tt9248848	5	nm10244865	director	\N	\N
tt9248848	6	nm10615589	producer	producer	\N
tt9248848	7	nm10244868	composer	\N	\N
tt9248848	8	nm10603888	actor	\N	\N
tt9248848	9	nm10689031	actor	\N	["Aakash"]
tt9248850	1	nm10244869	director	\N	\N
tt9248850	2	nm5439892	producer	producer	\N
tt9248850	3	nm10244920	composer	\N	\N
tt9248850	4	nm4763702	composer	\N	\N
tt9248850	5	nm10244871	composer	\N	\N
tt9248852	1	nm9513526	actor	\N	["Depoimento"]
tt9248852	2	nm4395590	director	\N	\N
tt9248852	3	nm10221844	composer	\N	\N
tt9248852	4	nm10244878	cinematographer	\N	\N
tt9248852	5	nm10244881	cinematographer	\N	\N
tt9248852	6	nm10244879	cinematographer	\N	\N
tt9248852	7	nm10244880	cinematographer	\N	\N
tt9248852	8	nm10244882	editor	\N	\N
tt9248854	10	nm9116401	composer	\N	\N
tt9248854	1	nm0120270	actor	\N	["Halit Argun"]
tt9248854	2	nm1008046	actress	\N	["Ender Çelebi"]
tt9248854	3	nm6102521	actress	\N	["Yildiz Argun"]
tt9248854	4	nm6024514	actress	\N	["Zeynep Yilmaz"]
tt9248854	5	nm5311083	director	\N	\N
tt9248854	6	nm4790924	writer	\N	\N
tt9248854	7	nm9711361	writer	\N	\N
tt9248854	8	nm0015567	producer	producer	\N
tt9248854	9	nm9116400	composer	\N	\N
tt9248858	1	nm10244885	actor	\N	\N
tt9248858	2	nm3873680	actor	\N	["Relative"]
tt9248858	3	nm7522232	actress	\N	["Suchitra"]
tt9248858	4	nm12121881	actress	\N	["Supriya"]
tt9248858	5	nm4110102	director	\N	\N
tt9248858	6	nm3370087	writer	\N	\N
tt9248858	7	nm1188199	composer	\N	\N
tt9248858	8	nm1293904	cinematographer	\N	\N
tt9248858	9	nm6705982	actor	\N	["Uttam"]
tt9248860	1	nm12544839	actor	\N	["Abhi"]
tt9248860	2	nm5318301	actress	\N	["Priya"]
tt9248860	3	nm3246488	actor	\N	\N
tt9248860	4	nm2186795	writer	dialogue	\N
tt9248862	10	nm10879927	actor	\N	["Bheem Singh"]
tt9248862	1	nm7006226	actress	\N	["Prarthana Kashyap"]
tt9248862	2	nm8013740	actress	\N	["Bindu Desai"]
tt9248862	3	nm2887354	actress	\N	["Meghna Nikade"]
tt9248862	4	nm10580813	actor	\N	["Viraj Indrajit Parimal"]
tt9248862	5	nm12321795	writer	story and screenplay	\N
tt9248862	6	nm12305219	writer	story and screenplay	\N
tt9248862	7	nm3030844	production_designer	\N	\N
tt9248862	8	nm7776567	actor	\N	["Dr. Amar Desai"]
tt9248862	9	nm6253892	actor	\N	["Mandar Nikade"]
tt9248864	1	nm9562719	actor	\N	\N
tt9248864	2	nm9063492	actress	\N	["Heroine"]
tt9248864	3	nm0838520	actor	\N	\N
tt9248864	4	nm3826757	actor	\N	\N
tt9248864	5	nm10244889	director	\N	\N
tt9248864	6	nm3765835	writer	\N	\N
tt9248864	7	nm9214848	producer	producer	\N
tt9248864	8	nm10244890	composer	\N	\N
tt9248866	1	nm5636397	self	\N	["Self"]
tt9248866	2	nm4225506	self	\N	["Self"]
tt9248866	3	nm5166581	self	\N	["Self"]
tt9248866	4	nm4972397	director	\N	\N
tt9248866	5	nm3174274	producer	producer	\N
tt9248868	1	nm0476644	actor	\N	["Kipe"]
tt9248868	2	nm0529494	actor	\N	["Rantala"]
tt9248868	3	nm0654999	actor	\N	["Alpo"]
tt9248868	4	nm0664769	actor	\N	["Jammu"]
tt9248868	5	nm0487571	actor	\N	["Talkkari"]
tt9248868	6	nm0754370	actor	\N	["Pekkuli"]
tt9248868	7	nm0615471	actor	\N	["Tope"]
tt9248868	8	nm0837786	actor	\N	["Pizzamies"]
tt9248870	1	nm10244893	actor	\N	\N
tt9248870	2	nm10244894	actress	\N	\N
tt9248870	3	nm10244892	director	\N	\N
tt9248870	4	nm10244895	composer	\N	\N
tt9248874	1	nm0169212	self	\N	["Self - Host"]
tt9248874	2	nm3056623	self	\N	["Self - Guest"]
tt9248874	3	nm4662098	self	\N	["Self"]
tt9248876	1	nm10244900	actor	\N	\N
tt9248876	2	nm4048851	actor	\N	\N
tt9248876	3	nm5531170	actor	\N	\N
tt9248876	4	nm8382647	actor	\N	\N
tt9248876	5	nm4916862	director	\N	\N
tt9248876	6	nm5213446	actor	\N	\N
tt9248878	1	nm0169212	self	\N	["Self - Host"]
tt9248878	2	nm0343678	self	\N	["Self"]
tt9248878	3	nm2156099	self	\N	["Self"]
tt9248880	1	nm10261018	actress	\N	["Mytri"]
tt9248880	2	nm9545898	actress	\N	\N
tt9248880	3	nm10244903	actor	\N	\N
tt9248880	4	nm10244902	actor	\N	\N
tt9248880	5	nm8175157	director	\N	\N
tt9248880	6	nm10244904	composer	\N	\N
tt9248880	7	nm4593186	cinematographer	\N	\N
tt9248882	10	nm9329205	actress	\N	\N
tt9248882	1	nm11782932	actor	\N	\N
tt9248882	2	nm11782933	actor	\N	\N
tt9248882	3	nm10244908	actress	\N	\N
tt9248882	4	nm5561908	actor	\N	\N
tt9248882	5	nm10244907	director	\N	\N
tt9248882	6	nm10244910	writer	\N	\N
tt9248882	7	nm10244911	composer	\N	\N
tt9248882	8	nm10813424	actor	\N	\N
tt9248882	9	nm10244909	actor	\N	\N
tt9248884	1	nm10157551	director	\N	\N
tt9248884	2	nm6398257	producer	producer	\N
tt9248884	3	nm9140920	editor	\N	\N
tt9248886	1	nm3753636	actor	\N	["Aida's father"]
tt9248886	2	nm1972258	actress	\N	["Aida"]
tt9248886	3	nm3992481	actress	\N	["Aida's mother"]
tt9248886	4	nm0274652	actor	\N	["Monarchical"]
tt9248886	5	nm10222102	director	\N	\N
tt9248886	6	nm5266697	producer	producer	\N
tt9248886	7	nm5012322	composer	\N	\N
tt9248886	8	nm1292304	cinematographer	\N	\N
tt9248886	9	nm6432674	editor	\N	\N
tt9248888	1	nm1776168	actor	\N	["Joshua"]
tt9248888	2	nm0434444	actor	\N	["Mambo"]
tt9248888	3	nm3941962	actress	\N	["Olivia"]
tt9248888	4	nm5912018	actor	\N	["Rusty"]
tt9248888	5	nm1549343	director	\N	\N
tt9248888	6	nm0819680	producer	producer	\N
tt9248888	7	nm2335685	cinematographer	\N	\N
tt9248888	8	nm6054987	editor	\N	\N
tt9248890	1	nm4048851	actor	\N	\N
tt9248890	2	nm5531170	actor	\N	\N
tt9248890	3	nm10244925	actor	\N	\N
tt9248890	4	nm8382647	actor	\N	\N
tt9248890	5	nm4916862	director	\N	\N
tt9248890	6	nm8055954	actor	\N	["Tito Bertín"]
tt9248890	7	nm8230072	actor	\N	\N
tt9248892	1	nm2526341	self	\N	["Self - Host"]
tt9248892	2	nm8464419	self	\N	["Self - Panellist"]
tt9248892	3	nm4218659	self	\N	["Self - NSW Political Editor, The Australian"]
tt9248892	4	nm5491584	self	\N	["Self - Panellist"]
tt9248892	5	nm4163264	self	\N	["Self"]
tt9248892	6	nm0874339	archive_footage	\N	["Self"]
tt9248894	1	nm10273313	actress	\N	["Maggie"]
tt9248894	2	nm10273315	actress	\N	["Ash"]
tt9248894	3	nm10273314	actor	\N	["Shaun"]
tt9248894	4	nm9356788	actor	\N	["Nico"]
tt9248894	5	nm8019119	director	\N	\N
tt9248894	6	nm8019111	writer	\N	\N
tt9248896	1	nm10206726	director	\N	\N
tt9248896	2	nm9110898	producer	producer	\N
tt9248900	1	nm0000821	self	\N	["Self - Host"]
tt9248900	2	nm7327358	writer	created by	\N
tt9248900	3	nm4170386	writer	created by	\N
tt9248900	4	nm7830492	cinematographer	\N	\N
tt9248904	1	nm0000821	self	\N	["Self - Host"]
tt9248904	2	nm7327358	writer	created by	\N
tt9248904	3	nm4170386	writer	created by	\N
tt9248904	4	nm7830492	cinematographer	\N	\N
tt9248906	1	nm0000821	self	\N	["Self - Host"]
tt9248906	2	nm7327358	writer	created by	\N
tt9248906	3	nm4170386	writer	created by	\N
tt9248906	4	nm7830492	cinematographer	\N	\N
tt9248908	10	nm10940083	self	\N	["Self"]
tt9248908	1	nm10940089	self	\N	["Self"]
tt9248908	2	nm10940084	self	\N	["Self"]
tt9248908	3	nm10940082	self	\N	["Self"]
tt9248908	4	nm2610308	self	\N	["Self - Judge"]
tt9248908	5	nm10608467	composer	\N	\N
tt9248908	6	nm7934914	composer	co-composer	\N
tt9248908	7	nm7088881	editor	off-line editor	\N
tt9248908	8	nm10940067	self	\N	["Self"]
tt9248908	9	nm10940088	self	\N	["Self"]
tt9248910	10	nm10940083	self	\N	["Self"]
tt9248910	1	nm10940089	self	\N	["Self"]
tt9248910	2	nm10940084	self	\N	["Self"]
tt9248910	3	nm10940082	self	\N	["Self"]
tt9248910	4	nm2610308	self	\N	["Self - Judge"]
tt9248910	5	nm10608467	composer	\N	\N
tt9248910	6	nm7934914	composer	co-composer	\N
tt9248910	7	nm7088881	editor	off-line editor	\N
tt9248910	8	nm10940067	self	\N	["Self"]
tt9248910	9	nm10940088	self	\N	["Self"]
tt9248912	10	nm10002782	editor	\N	\N
tt9248912	1	nm0608718	actress	\N	["Poppie Nongena"]
tt9248912	2	nm0886347	actress	\N	["Antoinette Swanepoel"]
tt9248912	3	nm0626046	actress	\N	["Lena"]
tt9248912	4	nm8771756	actor	\N	["Stone Nongena"]
tt9248912	5	nm8975738	director	\N	\N
tt9248912	6	nm3651120	writer	\N	\N
tt9248912	7	nm10174225	writer	novel	\N
tt9248912	8	nm0819680	producer	producer	\N
tt9248912	9	nm0878062	cinematographer	\N	\N
tt9248914	1	nm6666635	actress	\N	["Nora"]
tt9248914	2	nm3138074	actor	\N	["Vicente"]
tt9248914	3	nm6600651	director	\N	\N
tt9248914	4	nm7278214	writer	\N	\N
tt9248914	5	nm7207731	writer	\N	\N
tt9248914	6	nm2819610	composer	\N	\N
tt9248914	7	nm6940838	cinematographer	\N	\N
tt9248914	8	nm7277048	editor	\N	\N
tt9248916	10	nm6313545	editor	\N	\N
tt9248916	1	nm10159384	actress	\N	["Clytemnestra"]
tt9248916	2	nm10244957	actor	\N	["The Intruder"]
tt9248916	3	nm10244956	actress	\N	["Cassandra"]
tt9248916	4	nm10244954	actress	\N	["The Sentry"]
tt9248916	5	nm1261465	director	\N	\N
tt9248916	6	nm10159385	producer	producer	\N
tt9248916	7	nm0008599	composer	\N	\N
tt9248916	8	nm4169968	cinematographer	\N	\N
tt9248916	9	nm7888642	editor	\N	\N
tt9248918	1	nm0342357	self	\N	["Self - Host"]
tt9248918	2	nm3772270	self	\N	["Self - Reporter"]
tt9248918	3	nm0639490	self	\N	["Self - National Party Member"]
tt9248920	1	nm7755301	director	\N	\N
tt9248920	2	nm5214716	director	\N	\N
tt9248920	3	nm4131374	writer	\N	\N
tt9248920	4	nm4136949	cinematographer	\N	\N
tt9248924	1	nm8662533	actor	\N	\N
tt9248924	2	nm9923422	actress	\N	\N
tt9248924	3	nm7384149	director	\N	\N
tt9248926	1	nm10064048	actress	\N	["Maman"]
tt9248926	2	nm10244986	actress	\N	["Elise"]
tt9248926	3	nm5747649	actor	\N	["François"]
tt9248926	4	nm10244985	director	\N	\N
tt9248926	5	nm6487441	cinematographer	\N	\N
tt9248932	10	nm8334743	actor	\N	["Leeroy Foster"]
tt9248932	1	nm8377523	actress	\N	["Sasha Daniels"]
tt9248932	2	nm1690230	actress	\N	["Gertie Cupido"]
tt9248932	3	nm3025458	actor	\N	["Thys Cupido"]
tt9248932	4	nm3997616	actress	\N	["Janice Cupido"]
tt9248932	5	nm10045338	writer	created by	\N
tt9248932	6	nm1188419	actress	\N	["Ingrid Van Schalkwyk"]
tt9248932	7	nm9358274	actress	\N	["Debra Mortlock","Debra Newman"]
tt9248932	8	nm0009012	actor	\N	["Lionel Foster"]
tt9248932	9	nm1517229	actress	\N	["Ronel Foster"]
tt9248934	10	nm1024685	producer	producer	\N
tt9248934	1	nm1299011	actor	\N	["Vishnu"]
tt9248934	2	nm3289096	actor	\N	["Raghu"]
tt9248934	3	nm4445116	actress	\N	["Zoya"]
tt9248934	4	nm5114849	actress	\N	["Aarzoo"]
tt9248934	5	nm1179457	director	\N	\N
tt9248934	6	nm13454495	writer	lyricist	\N
tt9248934	7	nm5548228	producer	producer	\N
tt9248934	8	nm0012541	producer	producer	\N
tt9248934	9	nm5548171	producer	producer	\N
tt9248938	1	nm0534856	actor	\N	\N
tt9248938	2	nm1493873	director	\N	\N
tt9248940	10	nm0802088	producer	producer	\N
tt9248940	1	nm4731677	actor	\N	["Karamveer Singh"]
tt9248940	2	nm2410391	actress	\N	["Mahi"]
tt9248940	3	nm0438465	actor	\N	["Jagjeet Singh"]
tt9248940	4	nm3190972	actor	\N	["Smiley"]
tt9248940	5	nm7447165	director	\N	\N
tt9248940	6	nm10874060	writer	Story and Screenplay	\N
tt9248940	7	nm4736220	writer	associate head writer	\N
tt9248940	8	nm0438471	producer	producer	\N
tt9248940	9	nm0438506	producer	producer	\N
tt9248942	1	nm0356448	self	\N	["Self"]
tt9248942	2	nm0001709	self	\N	["Self"]
tt9248944	1	nm0001953	self	\N	["Self"]
tt9248944	2	nm0001709	self	\N	["Self"]
tt9248946	1	nm2072719	actress	\N	\N
tt9248946	2	nm9923422	director	\N	\N
tt9248948	1	nm4678829	producer	producer	\N
tt9248950	1	nm10244995	actor	\N	\N
tt9248950	2	nm10244994	actress	\N	\N
tt9248950	3	nm8732722	director	\N	\N
tt9248950	4	nm10244996	composer	\N	\N
tt9248952	10	nm0836809	writer	original idea	\N
tt9248952	1	nm0451307	actor	\N	["Jaswinder 'Jazz' Singh"]
tt9248952	2	nm7775934	actress	\N	["Tia"]
tt9248952	3	nm0007102	actress	\N	["Ananya"]
tt9248952	4	nm1122912	actor	\N	["Dimpy"]
tt9248952	5	nm2859182	director	\N	\N
tt9248952	6	nm4990507	writer	additional screenplay	\N
tt9248952	7	nm7978607	writer	dialogue	\N
tt9248952	8	nm0893556	writer	original script	\N
tt9248952	9	nm1885928	writer	original script	\N
tt9248954	1	nm0969056	actor	\N	["Narrator","Devil","Soldier"]
tt9248954	2	nm9823811	actress	\N	["Joseph's Fiancee"]
tt9248954	3	nm0647303	director	\N	\N
tt9248954	4	nm10244998	cinematographer	\N	\N
tt9248956	1	nm6106360	actor	\N	\N
tt9248956	2	nm6504384	actor	\N	\N
tt9248956	3	nm10244999	director	\N	\N
tt9248958	1	nm0476644	actor	\N	["Kipe"]
tt9248958	2	nm0487571	actor	\N	["Talkkari"]
tt9248958	3	nm0529494	actor	\N	["Rantala"]
tt9248958	4	nm0654999	actor	\N	["Alpo"]
tt9248958	5	nm0754370	composer	\N	\N
